TAP_College_Code,TAP_Sector_Group,TAP_College_Name,prev_scholarship,family_Employees,Scholarship_Headcount,Active_Student,Family_Card,Academic_year,Semister_Aattendence,GPA,Annual_income,Scholarship_rupees 
855,5-INDEPENDENT,SKIDMORE COLLEGE,N,3,77,Y,Y,2014,86,6.9,50710,37490.82
2065,4-SUNY CC,ERIE COMMUNITY COLL - ALL CAMPUS,Y,2,102,N,N,2014,73,6.5,78665,38422.88
8547,VOCATIONAL - VET SCHOOLS ONLY,CAMBRIDGE BUSINESS INSTITUTE,N,4,2,Y,Y,2014,70,3.4,116911,38440.01
8546,VOCATIONAL - VET SCHOOLS ONLY,FOCUS PERSONAL TRAINING INSTITUTE,Y,1,1,N,N,2014,94,3.5,72833,35070.47
2053,4-SUNY CC,DUTCHESS COMMUNITY COLLEGE,N,4,22,Y,Y,2014,89,5.2,117590,47358.78
8545,VOCATIONAL - VET SCHOOLS ONLY,THE DIGITAL FILM ACADEMCY,Y,3,1,N,N,2014,80,6.2,68740,51159.98
8544,6-BUS. DEGREE,PAUL MITCHELL THE SCHOOL,N,2,1,Y,Y,2014,80,5.7,66073,37307.92
845,5-INDEPENDENT,SARAH LAWRENCE COLLEGE,Y,4,14,N,N,2014,89,4.4,91990,39197.75
2051,5-INDEPENDENT,DOMINICAN COLLEGE OF BLAUVELT,N,1,1,Y,Y,2014,82,5.8,52417,39873.66
8542,VOCATIONAL - VET SCHOOLS ONLY,COMPU21 CORP,Y,3,1,N,N,2014,88,4.8,69940,39695.37
8539,VOCATIONAL - VET SCHOOLS ONLY,VEEB NASSAU COUNTY,N,2,1,Y,Y,2014,81,9.1,79855,44129.81
2050,5-INDEPENDENT,DOMINICAN COLLEGE OF BLAUVELT,Y,1,7,N,N,2014,85,3.7,115416,36020.62
8537,VOCATIONAL - VET SCHOOLS ONLY,JEFFERSON-LEWIS BOCES,N,4,4,Y,Y,2014,69,7.6,93481,35703.35
8535,VOCATIONAL - VET SCHOOLS ONLY,WASH-SAR-WAR-HAM-ESS BOCES,Y,3,1,N,N,2014,67,5.9,68788,40338.23
190,5-INDEPENDENT,CROUSE HOSPITAL,N,2,2,Y,Y,2014,88,6.8,83603,38006.33
403,5-INDEPENDENT,LONG ISLAND UNIVERSITY,Y,4,117,N,N,2014,81,6.9,86677,38407.55
838,5-INDEPENDENT,ST PAUL'S SCH NURSING MED/DENTAL,N,4,1,Y,Y,2014,81,6.5,66129,42239.57
2045,5-INDEPENDENT,CULINARY INSTITUTE OF AMERICA,Y,3,3,N,N,2014,96,3.4,61653,42599.02
8533,VOCATIONAL - VET SCHOOLS ONLY,STAR CAREER ACADEMY,N,2,3,Y,Y,2014,88,3.5,54112,35944.88
8532,VOCATIONAL - VET SCHOOLS ONLY,INTERNATIONAL CULINARY CENTER,Y,4,2,N,N,2014,73,5.2,54023,46181.56
2042,4-SUNY CC,CORNING COMMUNITY COLLEGE,N,1,40,Y,Y,2014,72,6.2,45188,37807.92
8531,VOCATIONAL - VET SCHOOLS ONLY,ERIE 1 BOCES,Y,3,1,N,N,2014,78,5.7,55151,50359.57
8528,VOCATIONAL - VET SCHOOLS ONLY,NEW YORK AUTOMOTIVE & DIESEL INST,N,2,10,Y,Y,2014,69,4.4,53493,36163.17
836,5-INDEPENDENT,ST PAUL'S SCH NURSING SI,Y,1,4,N,N,2014,74,5.8,102237,53387.75
2040,5-INDEPENDENT,CONCORDIA COLLEGE,N,4,6,Y,Y,2014,70,4.8,62873,44719.48
8522,VOCATIONAL - VET SCHOOLS ONLY,NEW YORK FILM ACADEMY,Y,3,2,N,N,2014,76,9.1,79200,39857.07
8518,VOCATIONAL - VET SCHOOLS ONLY,LINCOLN TECHNICAL INSTITUTE,N,2,2,Y,Y,2014,74,3.7,49694,43546.47
2038,4-SUNY CC,COLUMBIA-GREENE COMMUNITY COLLEGE,Y,4,7,N,N,2014,91,7.6,80931,44894.42
8511,VOCATIONAL - VET SCHOOLS ONLY,APEX TECHNICAL SCHOOL,N,2,7,Y,Y,2014,98,5.9,105336,35343.05
8510,VOCATIONAL - VET SCHOOLS ONLY,CNW SCHOOL OF MASSAGE THERAPY,Y,4,1,N,N,2014,89,6.8,105814,54068.76
375,5-INDEPENDENT,LEMOYNE COLLEGE,N,3,134,Y,Y,2014,77,6.9,71189,42396.39
830,5-INDEPENDENT,ST THOMAS AQUINAS COLLEGE,Y,2,19,N,N,2014,92,8.2,110889,53322.73
2036,4-SUNY CC,CLINTON COMMUNITY COLLEGE,N,4,6,Y,Y,2014,81,6.4,71176,52026.29
8509,VOCATIONAL - VET SCHOOLS ONLY,ONONDAGA CORTLAND MADISON BOCES,Y,1,2,N,N,2014,82,8.9,46370,54003.02
8506,VOCATIONAL - VET SCHOOLS ONLY,CHARLES STUART SCHOOL,N,3,4,Y,Y,2014,71,6.7,85341,45442.3
2035,5-INDEPENDENT,CAZENOVIA COLLEGE,Y,2,30,N,N,2014,71,9.4,90039,35884.94
8505,VOCATIONAL - VET SCHOOLS ONLY,WESTERN SUFFOLK BOCES,N,1,3,Y,Y,2014,86,8.5,84392,52265.18
8502,VOCATIONAL - VET SCHOOLS ONLY,"NATIONAL TRACTOR TRAILER SCHOOL,",Y,4,4,N,N,2014,67,9.2,65137,38001.29
775,5-INDEPENDENT,ST LAWRENCE UNIVERSITY,N,3,87,Y,Y,2014,87,6.4,110905,41879.81
2025,4-SUNY CC,BROOME COMMUNITY COLLEGE,Y,2,28,N,N,2014,81,7.6,114904,48800.21
8501,VOCATIONAL - VET SCHOOLS ONLY,"NATIONAL TRACTOR TRAILER SCHOOL,",N,4,8,Y,Y,2014,86,8.4,77231,35424.1
7952,6-BUS. DEGREE,AMERICAN ACADEMY MCALLISTER INST.,Y,4,3,N,N,2014,66,6.9,51935,49578.83
2005,4-SUNY CC,CAYUGA COMMUNITY COLLEGE,N,3,30,Y,Y,2014,95,6.8,62929,44997.28
7895,6-BUS. DEGREE,WOOD TOBE-COBURN SCHOOL,Y,2,4,N,N,2014,86,4.9,115060,45176.67
7870,6-BUS. DEGREE,UTICA SCHOOL OF COMMERCE,N,4,1,Y,Y,2014,90,8.2,57862,42176.12
10,5-INDEPENDENT,ADELPHI UNIVERSITY,Y,1,132,N,N,2014,78,7.8,99105,37687.85
11,5-INDEPENDENT,DOWLING COLLEGE,N,3,14,Y,Y,2014,69,4.8,88701,45571.75
25,8-OTHER,ARNOT OGDEN MEDICAL CENTER,Y,2,1,N,N,2014,83,7.6,97670,37947.87
125,5-INDEPENDENT,COLGATE UNIVERSITY,N,1,138,Y,Y,2014,66,9.1,117570,35203.23
175,5-INDEPENDENT,CORNELL UNIVERSITY,Y,4,630,N,N,2014,79,6.8,63546,53583.43
355,5-INDEPENDENT,THE KING'S COLLEGE,N,3,3,Y,Y,2014,91,6.7,50046,50366.87
765,5-INDEPENDENT,ST JOSEPH HOSP SCH NURS SYRACUSE,Y,2,7,N,N,2014,92,8.2,52197,52396.66
2000,4-SUNY CC,ADIRONDACK COMMUNITY COLLEGE,N,4,36,Y,Y,2014,66,6.4,58228,52412.66
7863,6-BUS. DEGREE,NEW YORK CAREER INSTITUTE,Y,2,3,N,N,2014,76,8.9,118140,37571.03
7725,6-BUS. DEGREE,ASA INSTITUTE OF BUSINESS,N,1,8,Y,Y,2013,88,6.7,93020,41534.5
1420,1-CUNY SR,CUNY GRAD SCH UNDERGRAD PROG,Y,4,5,N,N,2013,83,9.4,62306,48662.35
7718,6-BUS. DEGREE,MONROE COLLEGE,N,3,1,Y,Y,2013,92,8.5,57249,37062.49
7699,6-BUS. DEGREE,PLAZA COLLEGE-2YR,Y,2,1,N,N,2013,65,9.2,65507,37514.33
751,5-INDEPENDENT,ST JOHNS UNIVERSITY,N,4,287,Y,Y,2013,71,6.4,49707,45019.38
1418,1-CUNY SR,CUNY YORK COLLEGE,Y,4,88,N,N,2013,82,7.6,56375,54231.37
7518,6-BUS. DEGREE,MONROE COLLEGE,N,3,25,Y,Y,2013,87,8.4,55756,48921.21
7510,6-BUS. DEGREE,EMPIRE EDUCATION CORPORATION,Y,2,4,N,N,2013,82,6.9,106555,53983.66
1417,1-CUNY SR,CUNY COL STATEN ISLAND,N,4,111,Y,Y,2013,90,6.8,58555,48856.95
7491,6-BUS. DEGREE,SANFORD BROWN INSTITUTE,Y,1,1,N,N,2013,74,4.9,83622,37850.8
7480,6-BUS. DEGREE,JAMESTOWN BUSINESS COLLEGE,N,3,2,Y,Y,2013,96,8.2,102677,50915.38
355,5-INDEPENDENT,THE KING'S COLLEGE,Y,2,3,N,N,2013,74,7.8,69227,39342.28
735,5-INDEPENDENT,ST JOHN FISHER COLLEGE,N,1,106,Y,Y,2013,85,4.8,50932,36461.35
1416,1-CUNY SR,CUNY QUEENS COLLEGE,Y,4,262,N,N,2013,90,7.6,73139,54284.36
7440,6-BUS. DEGREE,INST OF DESIGN & CONSTRUCTION,N,3,1,Y,Y,2013,88,9.1,55805,50064.44
7264,6-BUS. DEGREE,BRIARCLIFFE COLLEGE-PATCHOGUE,Y,2,5,N,N,2013,79,6.8,98330,51031.49
1415,1-CUNY SR,CUNY MEDGER EVERS COLLEGE,N,4,35,Y,Y,2013,97,6.7,105640,49394.43
7262,6-BUS. DEGREE,BRIARCLIFFE COLLEGE,Y,2,1,N,N,2013,84,8.3,109004,53654.66
7260,6-BUS. DEGREE,ELMIRA BUSINESS INST,N,4,1,Y,Y,2013,92,6.5,88363,38919.94
715,5-INDEPENDENT,ST FRANCIS COLLEGE,Y,3,36,N,N,2013,91,3.4,61335,49784.57
1414,1-CUNY SR,CUNY JOHN JAY COLLEGE,N,2,146,Y,Y,2013,74,3.5,108227,48775.54
7124,6-BUS. DEGREE,COLL WESTCHESTER 2YR,Y,4,3,N,N,2013,66,5.2,49461,38957.04
7121,6-BUS. DEGREE,COLL WESTCHESTER 2YR EVE,N,1,5,Y,Y,2013,87,6.2,60320,46965.35
1413,1-CUNY SR,CUNY HUNTER COLLEGE,Y,3,485,N,N,2013,82,5.7,63409,39370.57
7030,6-BUS. DEGREE,BERKELEY COLLEGE,N,2,3,Y,Y,2013,77,4.4,60631,44502.89
6936,6-BUS. DEGREE,"878 EDUCATION, LLC",Y,1,2,N,N,2013,67,5.8,88871,52602.89
174,3-SUNY SO,CORNELL UNIV STATUTORY COLLEGES,N,4,467,Y,Y,2013,65,4.8,45765,37286.21
345,5-INDEPENDENT,KEUKA COLLEGE,Y,3,27,N,N,2013,68,9.1,85177,46348.03
710,5-INDEPENDENT,ST ELIZABETH COLG OF NURSING,N,2,7,Y,Y,2013,94,3.7,71408,41726.77
1412,1-CUNY SR,CUNY HERBERT H LEHMAN COLLEGE,Y,4,135,N,N,2013,93,7.6,74698,45694.72
6732,6-BUS. DEGREE,BRYANT & STRATTON BUFFALO,N,1,4,Y,Y,2013,69,5.9,57428,39345.4
6730,6-BUS. DEGREE,BERKELEY COLLEGE,Y,3,36,N,N,2013,99,6.8,70086,39256.9
1411,1-CUNY SR,CUNY CITY COLLEGE,N,2,546,Y,Y,2013,87,6.9,78354,49884.66
6315,6-BUS. DEGREE,DEVRY COLLEGE OF NEW YORK,Y,4,9,N,N,2013,70,6.5,95080,35640.75
6262,6-BUS. DEGREE,BRIARCLIFFE COLLEGE,N,1,10,Y,Y,2013,81,3.4,80405,48593.2
695,5-INDEPENDENT,ST BONAVENTURE UNIVERSITY,Y,3,75,N,N,2013,66,3.5,69899,46690.76
1410,1-CUNY SR,CUNY BROOKLYN COLLEGE,N,2,234,Y,Y,2013,98,5.2,103203,36713.21
6140,5-INDEPENDENT,PAUL SMITHS COLLEGE,Y,1,12,N,N,2013,97,6.2,73205,53114.44
6124,6-BUS. DEGREE,COLL WESTCHESTER 4YR BBA DAY,N,4,3,Y,Y,2013,67,5.7,66188,44743.81
1409,1-CUNY SR,CUNY BARUCH COLLEGE,Y,3,282,N,N,2013,81,4.4,72240,38344.29
6093,5-INDEPENDENT,MARIA COLLEGE 4 YR,N,2,1,Y,Y,2013,91,5.8,88874,52512.74
6045,5-INDEPENDENT,CULINARY INSTITUTE OF AMERICA,Y,4,1,N,N,2013,95,4.8,109847,43398.1
340,5-INDEPENDENT,JUILLIARD SCHOOL,N,1,4,Y,Y,2013,99,9.1,117211,45073.55
685,5-INDEPENDENT,SIENA COLLEGE,Y,3,124,N,N,2013,66,3.7,102698,45261.4
1407,2-CUNY CC,CUNY QUEENSBOROUGH CC,N,2,31,Y,Y,2013,91,7.6,107018,38538.05
6030,3-SUNY SO,MORRISVILLE STATE COLLEGE,Y,4,16,N,N,2013,77,5.9,52605,41298.63
6025,3-SUNY SO,SUNY COLLEGE OF TECH FARMINGDALE,N,1,56,Y,Y,2013,85,6.8,71758,46521.39
1405,1-CUNY SR,CUNY NYC COLLEGE OF TECHNOLOGY,Y,3,104,N,N,2013,67,6.9,106394,39501.23
6020,3-SUNY SO,SUNY COLLEGE OF TECH AT DELHI,N,2,13,Y,Y,2013,69,6.5,104389,48680.82
6018,6-BUS. DEGREE,MONROE COLLEGE,Y,1,45,N,N,2013,74,3.4,74254,52435.96
675,5-INDEPENDENT,THE SAGE COLLEGES,N,4,42,Y,Y,2013,94,3.5,69281,42547.37
1404,2-CUNY CC,CUNY MANHATTAN CC,Y,3,84,N,N,2013,74,5.2,104511,51354.96
6015,3-SUNY SO,SUNY COBLESKILL,N,2,22,Y,Y,2013,87,6.2,114372,48908.59
6010,3-SUNY SO,SUNY COLLEGE OF TECH AT CANTON,Y,4,31,N,N,2013,78,5.7,45542,37702.77
1403,2-CUNY CC,CUNY LAGUARDIA CC,N,1,32,Y,Y,2013,97,4.4,105638,36598.55
6005,3-SUNY SO,SUNY COLLEGE OF TECH AT ALFRED,Y,3,48,N,N,2013,97,5.8,47003,42949.89
5965,5-INDEPENDENT,PACE UNIVERSITY-DOCTORAL,N,2,2,Y,Y,2013,75,4.8,48122,35116.21
120,5-INDEPENDENT,CLARKSON UNIVERSITY,Y,4,309,N,N,2013,79,9.1,59974,41802.9
171,5-INDEPENDENT,COLUMBIA UNIV,N,1,260,Y,Y,2013,74,3.7,89589,42171.54
330,5-INDEPENDENT,ITHACA COLLEGE,Y,3,197,N,N,2013,83,7.6,72211,35321.55
670,5-INDEPENDENT,DAEMEN COLLEGE,N,2,103,Y,Y,2013,95,5.9,46620,41456.05
1402,2-CUNY CC,CUNY KINGSBOROUGH CC,Y,1,58,N,N,2013,97,6.8,95725,51317.36
5955,5-INDEPENDENT,ST JOSEPHS COLLEGE,N,4,5,Y,Y,2013,66,6.9,105494,52315.1
5830,5-INDEPENDENT,MOLLOY COLLEGE,Y,3,5,N,N,2013,91,6.5,89747,48094.25
1401,2-CUNY CC,CUNY HOSTOS CC,N,2,27,Y,Y,2013,71,3.4,78655,53261.49
5805,5-INDEPENDENT,MEDAILLE COLLEGE GRAD,Y,4,1,N,N,2013,78,3.5,61515,36825.58
5799,5-INDEPENDENT,EXCELSIOR COLLEGE GRAD,N,2,4,Y,Y,2013,91,5.2,68819,37453.36
653,5-INDEPENDENT,ROCHESTER INSTITUTE OF TECHLGY,Y,1,25,N,N,2013,78,6.2,60167,39105.83
1400,2-CUNY CC,CUNY BRONX CC,N,4,39,Y,Y,2013,81,5.7,117131,46129.96
5775,5-INDEPENDENT,DAEMEN COLLEGE GRAD,Y,3,7,N,N,2013,69,4.4,84417,36158.76
5730,5-INDEPENDENT,ROBERTS WESLEYAN COLLEGE-GRAD,N,2,7,Y,Y,2013,65,5.8,58924,39411.05
1099,5-INDEPENDENT,METROPOLITAN COLLEGE OF NY,Y,4,4,N,N,2013,94,4.8,79442,46353.49
5725,5-INDEPENDENT,MOUNT SAINT MARY COLLEGE,N,1,2,Y,Y,2013,70,9.1,116709,53024.56
5695,3-SUNY SO,SUNY POLYTECHNIC INSTITUTE,Y,3,9,N,N,2013,73,3.7,74157,41347.96
325,5-INDEPENDENT,IONA COLLEGE,N,2,74,Y,Y,2013,85,7.6,54542,50418.22
650,5-INDEPENDENT,ROCHESTER INSTITUTE OF TECHLGY,Y,4,591,N,N,2013,81,5.9,50637,42834.37
1085,5-INDEPENDENT,YESHIVA UNIVERSITY,N,1,43,Y,Y,2013,84,6.8,46616,52596.03
5672,1-CUNY SR,CUNY COL STATEN ISLAND,Y,3,1,N,N,2013,83,6.9,49754,45261.52
5645,1-CUNY SR,CUNY  BARUCH COLL GRAD,N,2,1,Y,Y,2013,75,6.5,56323,46697.77
1050,5-INDEPENDENT,WELLS COLLEGE,Y,1,22,N,N,2013,80,3.4,67869,44947.49
5625,3-SUNY SO,SUC BUFFALO,N,4,1,Y,Y,2013,69,3.5,104792,48578.96
5620,1-CUNY SR,CUNY GRAD SCH AND UNIV CENTER,Y,3,7,N,N,2013,93,5.2,60750,40863.27
640,5-INDEPENDENT,ROBERTS WESLEYAN COLLEGE,N,2,48,Y,Y,2013,96,6.2,45267,43981.28
1045,5-INDEPENDENT,WEBB INST OF NAVAL ARCH.,Y,4,5,N,N,2013,67,5.7,103769,54005.65
5615,3-SUNY SO,SUC POTSDAM,N,2,1,Y,Y,2013,68,4.4,106918,40521.84
5610,3-SUNY SO,SUNY PLATTSBURGH GRAD,Y,4,1,N,N,2013,84,5.8,79486,43986.82
1040,5-INDEPENDENT,WAGNER COLLEGE,N,3,44,Y,Y,2013,97,4.8,115053,45710.7
5600,5-INDEPENDENT,GRADUATE COLLEGE UNION UNIVERSITY,Y,2,1,N,N,2013,72,9.1,67784,35263.09
5450,3-SUNY SO,SUNY BINGHAMTON(GRAD),N,4,1,Y,Y,2013,86,3.7,105249,47992.97
170,5-INDEPENDENT,COOPER UNION ADVNCMT SCI ART,Y,1,44,N,N,2013,81,7.6,115226,43131.6
305,5-INDEPENDENT,HOUGHTON COLLEGE,N,3,67,Y,Y,2013,88,5.9,87680,51542.24
635,5-INDEPENDENT,RENSSELAER POLYTECHNIC INST,Y,2,317,N,N,2013,71,6.8,100945,39467.02
1030,5-INDEPENDENT,VASSAR COLLEGE,N,1,102,Y,Y,2013,66,6.9,67972,35578.5
5430,3-SUNY SO,SUNY STONY BROOK,Y,4,5,N,N,2013,98,6.5,76791,36937.21
5415,5-INDEPENDENT,ST JOHN FISHER COLLEGE-GRADUATE,N,3,7,Y,Y,2013,96,3.4,49292,41453.8
1022,5-INDEPENDENT,SYRACUSE UNIV UTICA COLLEGE,Y,2,65,N,N,2013,76,3.5,79510,50840.69
5400,3-SUNY SO,SUC BROCKPORT GRAD,N,4,1,Y,Y,2013,95,5.2,109083,52481
5325,5-INDEPENDENT,THE SAGE COLLEGES,Y,4,13,N,N,2013,66,6.2,75916,40731
615,5-INDEPENDENT,PRATT INSTITUTE,N,3,23,Y,Y,2013,78,5.7,45586,43910.96
1016,5-INDEPENDENT,UNIVERSITY OF ROCHESTER,Y,2,10,N,N,2013,75,4.4,97730,46486.45
5310,5-INDEPENDENT,PACE UNIVERSITY GRAD,N,4,5,Y,Y,2013,93,5.8,81221,36007.08
5270,1-CUNY SR,CUNY HUNTER COLLEGE GRAD,Y,1,1,N,N,2013,75,4.8,115410,45047.36
1015,5-INDEPENDENT,UNIVERSITY OF ROCHESTER,N,3,397,Y,Y,2013,94,9.1,60361,45724.51
5265,5-INDEPENDENT,HOFSTRA UNIVERSITY,Y,2,1,N,N,2013,76,3.7,67650,42488.37
5216,1-CUNY SR,CUNY JOHN JAY COLLEGE GRAD,N,1,1,Y,Y,2013,95,7.6,85623,40720.67
300,5-INDEPENDENT,HOFSTRA UNIVERSITY,Y,4,151,N,N,2013,90,5.9,72287,38481.44
610,5-INDEPENDENT,POLYTECHNIC UNIVERSITY,N,3,126,Y,Y,2013,81,6.8,59485,43344.48
1010,3-SUNY SO,SUNY BUFFALO,Y,2,779,N,N,2013,94,6.9,116849,45827.54
5140,5-INDEPENDENT,UNIVERSITY OF ROCHESTER,N,4,3,Y,Y,2013,67,6.5,92121,35839.81
5130,3-SUNY SO,SUNY BUFFALO,Y,1,1,N,N,2013,78,3.4,92928,52293.52
999,5-INDEPENDENT,EXCELSIOR COLLEGE,N,4,8,Y,Y,2013,88,3.5,86063,45215.95
5115,5-INDEPENDENT,MERCY COLLEGE-GRAD,Y,3,2,N,N,2013,66,5.2,56294,48707.59
5060,5-INDEPENDENT,NEW YORK UNIVERSITY GRAD,N,2,2,Y,Y,2013,93,6.2,115662,36396.14
605,6-BUS. DEGREE,PACIFIC COLLEGE OF ORIENTAL MED,Y,4,1,N,N,2013,95,5.7,109205,35959.72
995,5-INDEPENDENT,ALBANY COLLEGE OF PHARMACY,N,1,107,Y,Y,2013,76,4.4,55714,51900.79
5034,5-INDEPENDENT,KEUKA COLLEGE,Y,3,5,N,N,2013,86,5.8,58973,38126.91
5021,5-INDEPENDENT,COLUMBIA U TEACHERS COL GRAD,N,2,1,Y,Y,2013,72,4.8,55561,37003.86
990,5-INDEPENDENT,UNION COLLEGE,Y,1,116,N,N,2013,93,9.1,56653,48657.47
5020,5-INDEPENDENT,COLUMBIA U GRADUATE PROGRAMS,N,4,1,Y,Y,2013,93,3.7,73089,40201.16
5000,5-INDEPENDENT,ADELPHI UNIVERSITY,Y,3,4,N,N,2013,97,7.6,100305,40781.05
20,5-INDEPENDENT,ALFRED UNIVERSITY,N,2,45,Y,Y,2013,95,5.9,74756,41108
90,5-INDEPENDENT,CANISIUS COLLEGE,Y,4,163,N,N,2013,74,6.8,117942,52161.52
155,5-INDEPENDENT,BARNARD COLLEGE,N,4,100,Y,Y,2013,67,6.9,72148,39854.65
295,5-INDEPENDENT,HOBART AND WILLIAM SMITH COLLEGES,Y,3,69,N,N,2013,92,6.5,53638,53033.37
591,5-INDEPENDENT,PACE UNIVERSITY WESTCHESTER,N,2,42,Y,Y,2013,69,3.4,76162,51595.99
985,5-INDEPENDENT,SYRACUSE UNIVERSITY (UNDERGRAD),Y,4,425,N,N,2013,92,3.5,73617,44765.8
4975,3-SUNY SO,SUNY POLYTECHNIC INSTITUTE,N,1,40,Y,Y,2013,71,5.2,74947,39219.33
4886,3-SUNY SO,SUNY DOWNSTATE MEDICAL CENTER,Y,3,3,N,N,2013,72,6.2,75481,35557.48
975,4-SUNY CC,FASHION INST TECH UPPER DIVISION,N,2,25,Y,Y,2013,78,5.7,105918,50805.57
3030,3-SUNY SO,MORRISVILLE STATE COLLEGE,Y,1,16,N,N,2013,86,4.4,55562,37236.05
3025,3-SUNY SO,SUNY COLLEGE OF TECH FARMINGDALE,N,4,18,Y,Y,2013,89,5.8,49094,35083.61
590,5-INDEPENDENT,PACE UNIVERSITY,Y,3,66,N,N,2013,86,4.8,47723,43523.08
970,3-SUNY SO,SUC PURCHASE,N,2,64,Y,Y,2013,73,9.1,110117,45970.22
3020,3-SUNY SO,SUNY COLLEGE OF TECH AT DELHI,Y,4,21,N,N,2013,82,3.7,78565,42608.34
3015,3-SUNY SO,SUNY COBLESKILL,N,2,11,Y,Y,2013,73,7.6,84728,49103.4
965,3-SUNY SO,SUNY COLLEGE AT OLD WESTBURY (UG),Y,4,33,N,N,2013,92,5.9,102029,54889.15
3010,3-SUNY SO,SUNY COLLEGE OF TECH AT CANTON,N,3,37,Y,Y,2013,78,6.8,88959,44359.46
3005,3-SUNY SO,SUNY COLLEGE OF TECH AT ALFRED,Y,2,38,N,N,2013,71,6.9,80904,38313.66
287,5-INDEPENDENT,HELENE FULD SCHOOL REG NURSING,N,4,2,Y,Y,2013,87,4.4,73377,45691.42
575,5-INDEPENDENT,NYACK COLLEGE,Y,1,16,N,N,2013,99,5.8,92034,37311.77
960,3-SUNY SO,ALFRED UNIVERSITY,N,3,17,Y,Y,2013,69,4.8,55680,51679.77
2321,6-BUS. DEGREE,SWEDISH INST QRTLY PROGRAMS,Y,2,1,N,N,2013,73,9.1,66554,47029.36
2320,6-BUS. DEGREE,SWEDISH INSTITUTE,N,1,4,Y,Y,2013,67,3.7,58774,36051.71
955,3-SUNY SO,SUNY MARITIME COLLEGE,Y,4,38,N,N,2013,75,7.6,65323,40271.27
2300,5-INDEPENDENT,MERCY COLLEGE,N,3,1,Y,Y,2013,75,5.9,93117,49774.3
2270,5-INDEPENDENT,NEW YORK COLL OF HEALTH PROFESSIO,Y,2,1,N,N,2013,67,6.8,84968,36110.76
560,5-INDEPENDENT,NIAGARA UNIVERSITY,N,4,71,Y,Y,2013,95,6.9,102757,39979.33
950,3-SUNY SO,SUC ENV SCI&FORESTRY,Y,4,102,N,N,2013,87,6.5,99964,54512.37
2265,5-INDEPENDENT,DAVIS COLLEGE,N,3,6,Y,Y,2013,97,3.4,79339,53656.19
2262,5-INDEPENDENT,BORICUA COLLEGE,Y,2,5,N,N,2013,75,3.5,72442,48983.13
945,3-SUNY SO,SUC POTSDAM,N,4,140,Y,Y,2013,95,5.2,114898,37817.75
2260,4-SUNY CC,TOMPKINS CORTLAND COMM COLLEGE,Y,1,26,N,N,2013,90,6.2,72873,45622.05
2258,4-SUNY CC,NORTH COUNTRY COMMUNITY COLLEGE,N,3,11,Y,Y,2013,66,5.7,100918,41951.83
140,5-INDEPENDENT,COLLEGE OF SAINT ROSE,Y,2,56,N,N,2013,96,4.4,109866,44274.28
285,5-INDEPENDENT,HARTWICK COLLEGE,N,1,66,Y,Y,2013,82,5.8,53288,43888.29
555,5-INDEPENDENT,NEW YORK UNIVERSITY,Y,4,432,N,N,2013,70,4.8,63039,43977.34
940,3-SUNY SO,SUNY PLATTSBURGH,N,3,108,Y,Y,2013,72,9.1,65165,37342.26
2256,4-SUNY CC,FINGER LAKES COMMUNITY COLLEGE,Y,2,32,N,N,2013,96,3.7,98895,47749.64
2254,4-SUNY CC,HERKIMER COMMUNITY COLLEGE,N,4,14,Y,Y,2013,94,7.6,84964,50508.7
935,3-SUNY SO,SUC OSWEGO (UNDERGRAD),Y,2,155,N,N,2013,70,5.9,95366,35743.62
2252,4-SUNY CC,GENESEE COMMUNITY COLLEGE,N,1,28,Y,Y,2013,89,6.8,103374,48547.14
2243,4-SUNY CC,SCHENECTADY COUNTY COMM COLLEGE,Y,4,14,N,N,2013,85,6.9,65566,48063.36
550,5-INDEPENDENT,NEW YORK SCHOOL INTERIOR DESIGN,N,3,1,Y,Y,2013,98,6.5,97601,47046.5
930,3-SUNY SO,SUC ONEONTA,Y,2,156,N,N,2013,95,3.4,82000,37349.02
2240,4-SUNY CC,FULTON MONTGOMERY COMM COLLEGE,N,4,18,Y,Y,2013,91,3.5,65970,44424.21
2235,5-INDEPENDENT,VAUGHN COLL AERONAUTICS TECH,Y,4,20,N,N,2013,96,5.2,98414,43119.87
925,3-SUNY SO,SUC NEW PALTZ,N,3,164,Y,Y,2013,71,6.2,63576,45145.5
2230,4-SUNY CC,ULSTER COMMUNITY COLLEGE,Y,2,13,N,N,2013,95,5.7,47071,37052.19
2225,4-SUNY CC,SULLIVAN COMMUNITY COLLEGE,N,4,6,Y,Y,2013,91,4.4,101123,46587.99
270,5-INDEPENDENT,HAMILTON COLLEGE,Y,1,115,N,N,2013,72,5.8,103985,44896.44
535,5-INDEPENDENT,THE NEW SCHOOL,N,3,23,Y,Y,2013,99,4.8,78217,52862.54
920,3-SUNY SO,SUC GENESEO,Y,2,496,N,N,2013,99,9.1,45962,47388.59
2220,4-SUNY CC,JEFFERSON COMMUNITY COLLEGE,N,1,41,Y,Y,2013,76,3.7,49408,51035.86
2215,4-SUNY CC,NIAGARA COMMUNITY COLLEGE,Y,4,45,N,N,2013,66,7.6,106194,45464.19
915,3-SUNY SO,SUC FREDONIA,N,3,143,Y,Y,2013,94,5.9,94994,39598.82
2188,5-INDEPENDENT,VILLA MARIA COLLEGE OF BUFFALO,Y,2,1,N,N,2013,74,6.8,55581,39122.3
